,age,workclass,education,education-num,marital-status,occupation,relationship,ethnicity,gender,capital-gain,capital-loss,hours-per-week,loan
23791,48, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
23792,40, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,66, >50K
23793,29, ?, 11th,7, Divorced, ?, Not-in-family, White, Female,3418,0,48, <=50K
23794,20, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,20, <=50K
23795,31, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,25, <=50K
23796,30, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, <=50K
23797,30, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, <=50K
23798,51, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, <=50K
23799,29, Private, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
23800,56, Self-emp-not-inc, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,16, <=50K
23801,46, Private, Bachelors,13, Separated, Tech-support, Unmarried, White, Female,0,0,40, <=50K
23802,41, Private, Some-college,10, Separated, Prof-specialty, Own-child, White, Female,0,3900,40, <=50K
23803,29, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Female,0,0,40, <=50K
23804,48, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, <=50K
23805,34, Self-emp-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,50, <=50K
23806,42, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, <=50K
23807,25, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,30, <=50K
23808,47, Private, 11th,7, Divorced, Other-service, Unmarried, Black, Female,0,0,40, <=50K
23809,23, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, <=50K
23810,43, Local-gov, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,22, <=50K
23811,19, Local-gov, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,35, <=50K
23812,22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, <=50K
23813,40, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, <=50K
23814,41, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23815,71, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,60, >50K
23816,42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, <=50K
23817,31, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,47, <=50K
23818,69, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,32, <=50K
23819,58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, <=50K
23820,36, Private, 11th,7, Widowed, Other-service, Unmarried, Black, Female,0,0,12, <=50K
23821,31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, <=50K
23822,20, ?, Some-college,10, Never-married, ?, Own-child, Other, Female,594,0,35, <=50K
23823,41, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
23824,35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23825,62, ?, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, <=50K
23826,28, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, <=50K
23827,27, Private, 12th,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,55, <=50K
23828,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, <=50K
23829,35, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, >50K
23830,45, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, <=50K
23831,44, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
23832,27, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, <=50K
23833,51, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23834,49, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,45, <=50K
23835,64, Self-emp-not-inc, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, >50K
23836,54, Self-emp-not-inc, 7th-8th,4, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, <=50K
23837,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, <=50K
23838,32, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, <=50K
23839,36, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, Black, Male,10520,0,43, >50K
23840,26, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,50, >50K
23841,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, >50K
23842,38, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
23843,26, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23844,50, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, >50K
23845,47, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, >50K
23846,42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, <=50K
23847,66, Local-gov, HS-grad,9, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,40, <=50K
23848,43, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,32, <=50K
23849,37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, >50K
23850,37, Private, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, <=50K
23851,25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, <=50K
23852,29, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
23853,63, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, >50K
23854,50, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, >50K
23855,42, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, <=50K
23856,32, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, <=50K
23857,42, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, >50K
23858,41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, <=50K
23859,25, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,3325,0,40, <=50K
23860,65, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, <=50K
23861,32, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, <=50K
23862,32, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,10, <=50K
23863,24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, <=50K
23864,51, Federal-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
23865,67, ?, 10th,6, Never-married, ?, Not-in-family, Black, Female,0,0,35, <=50K
23866,28, Private, 11th,7, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,35, <=50K
23867,32, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, >50K
23868,77, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
23869,47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, <=50K
23870,26, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
23871,20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, <=50K
23872,57, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, >50K
23873,40, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, <=50K
23874,50, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
23875,19, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, <=50K
23876,54, Federal-gov, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
23877,51, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, >50K
23878,51, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, >50K
23879,38, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,40, >50K
23880,68, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25, <=50K
23881,17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
23882,32, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, <=50K
23883,29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, <=50K
23884,42, Private, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,40, <=50K
23885,40, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, <=50K
23886,27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23887,22, State-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, <=50K
23888,58, Private, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,40, <=50K
23889,61, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, >50K
23890,42, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,35, >50K
23891,49, Private, Masters,14, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, <=50K
23892,41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
23893,43, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, <=50K
23894,46, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, >50K
23895,28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, >50K
23896,39, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, >50K
23897,50, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, >50K
23898,57, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
23899,47, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, <=50K
23900,79, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, <=50K
23901,40, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,45, <=50K
23902,35, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
23903,35, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,80, <=50K
23904,30, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, >50K
23905,26, Private, 10th,6, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, <=50K
23906,49, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,1506,0,40, <=50K
23907,48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23908,22, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,45, <=50K
23909,22, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,30, <=50K
23910,50, Private, 10th,6, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,47, <=50K
23911,47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, <=50K
23912,36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, <=50K
23913,44, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
23914,73, Private, 9th,5, Widowed, Other-service, Unmarried, White, Female,0,0,9, <=50K
23915,24, ?, HS-grad,9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,45, <=50K
23916,34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
23917,37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
23918,28, ?, 12th,8, Married-civ-spouse, ?, Wife, White, Female,0,0,20, <=50K
23919,46, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, >50K
23920,20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, <=50K
23921,29, Private, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, <=50K
23922,24, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23923,29, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, <=50K
23924,18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, <=50K
23925,41, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,90, >50K
23926,59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
23927,27, Private, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, <=50K
23928,50, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, <=50K
23929,25, Private, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,24, <=50K
23930,42, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, <=50K
23931,36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
23932,62, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, >50K
23933,71, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
23934,38, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, >50K
23935,44, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, <=50K
23936,19, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,30, <=50K
23937,49, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, <=50K
23938,60, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, >50K
23939,28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
23940,26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,55, <=50K
23941,18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, <=50K
23942,43, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
23943,65, Local-gov, 12th,8, Widowed, Exec-managerial, Not-in-family, White, Male,2009,0,44, <=50K
23944,23, Private, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,44, <=50K
23945,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, <=50K
23946,20, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, <=50K
23947,19, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,18, <=50K
23948,77, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,32, <=50K
23949,32, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, <=50K
23950,37, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, <=50K
23951,29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, <=50K
23952,59, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, >50K
23953,22, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, <=50K
23954,30, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,20, <=50K
23955,31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, >50K
23956,59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, <=50K
23957,29, Federal-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, >50K
23958,56, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
23959,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, <=50K
23960,37, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, <=50K
23961,58, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
23962,41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
23963,29, Private, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,38, <=50K
23964,38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, <=50K
23965,36, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, >50K
23966,19, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,594,0,40, <=50K
23967,46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,28, >50K
23968,42, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, >50K
23969,29, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, <=50K
23970,42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, >50K
23971,29, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
23972,47, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, <=50K
23973,37, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
23974,39, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, <=50K
23975,46, Private, Bachelors,13, Divorced, Sales, Unmarried, Black, Female,0,0,35, >50K
23976,28, Private, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, <=50K
23977,36, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, >50K
23978,39, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
23979,44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, <=50K
23980,70, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2964,0,12, <=50K
23981,60, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
23982,35, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, >50K
23983,59, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, >50K
23984,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,60, <=50K
23985,22, Private, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, <=50K
23986,31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, >50K
23987,40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, >50K
23988,33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, >50K
23989,41, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, <=50K
23990,31, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, >50K
23991,62, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0,0,40, <=50K
23992,43, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, <=50K
23993,28, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, <=50K
23994,43, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1887,40, >50K
23995,55, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,3103,0,55, >50K
23996,42, Private, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,25, <=50K
23997,23, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, <=50K
23998,55, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, >50K
23999,44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,45, >50K
24000,19, Private, 11th,7, Never-married, Sales, Own-child, Other, Female,0,0,32, <=50K
24001,23, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, <=50K
24002,41, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, <=50K
24003,63, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, <=50K
24004,51, Private, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, <=50K
24005,49, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,90, <=50K
24006,29, State-gov, Masters,14, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,20, <=50K
24007,25, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,40, >50K
24008,44, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, >50K
24009,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, <=50K
24010,42, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
24011,21, Private, 11th,7, Never-married, Tech-support, Own-child, White, Female,0,0,35, <=50K
24012,26, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, <=50K
24013,24, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, <=50K
24014,30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, >50K
24015,58, ?, Bachelors,13, Widowed, ?, Unmarried, White, Female,27828,0,50, >50K
24016,19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, <=50K
24017,65, State-gov, 7th-8th,4, Widowed, Other-service, Other-relative, White, Female,0,0,24, <=50K
24018,52, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, >50K
24019,17, Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, <=50K
24020,27, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,22, <=50K
24021,53, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, <=50K
24022,24, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, <=50K
24023,37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
24024,34, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,18, <=50K
24025,40, Local-gov, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,8614,0,50, >50K
24026,49, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
24027,86, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
24028,49, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,60, >50K
24029,43, Self-emp-not-inc, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, <=50K
24030,47, Private, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,35, <=50K
24031,32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, >50K
24032,30, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, <=50K
24033,25, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, <=50K
24034,42, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
24035,60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, <=50K
24036,46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,38, >50K
24037,39, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, >50K
24038,28, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,70, >50K
24039,26, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, <=50K
24040,27, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
24041,59, Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, <=50K
24042,64, State-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, <=50K
24043,90, Self-emp-not-inc, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,2964,0,12, <=50K
24044,51, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,45, >50K
24045,36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2002,40, <=50K
24046,39, Private, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Unmarried, Other, Female,0,0,40, <=50K
24047,30, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,25, <=50K
24048,47, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
24049,32, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, >50K
24050,24, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, <=50K
24051,23, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,30, <=50K
24052,62, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, <=50K
24053,48, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, <=50K
